name,university,rank,url,cit,cit_2012,hid,hid_2012,citations,papers
Marcin Sawicki,Southern Methodist University,63,https://scholar.google.com/citations?user=Ix2t-ucAAAAJ&hl=en,3892,1340,33,21,451,35
Dale Edmondson,Emory,21,https://scholar.google.com/citations?user=U23XAiwAAAAJ&hl=en,13467,4472,61,35,219,17
Debra Umberson,University of Texas at Austin,59,https://scholar.google.com/citations?user=BAwtdQIAAAAJ&hl=en,18715,8684,41,34,657,51
Steven Graham,University of Pittsburgh,68,https://scholar.google.com/citations?user=OQcSeL8AAAAJ&hl=en,17104,4222,64,34,219,17
Raghavan Murugan,University of Pittsburgh,68,https://scholar.google.com/citations?user=rTzofnUAAAAJ&hl=en,2447,2185,21,21,657,51
Roberto C. Myers,Ohio State University,54,https://scholar.google.com/citations?user=qz_4Y-cAAAAJ&hl=en,7030,3695,33,26,966,75
Ajit Limaye,University of Washington,60,https://scholar.google.com/citations?user=5yJhe0UAAAAJ&hl=en,10035,4818,55,39,850,66
"Douglas L Rothman, PhD",Yale,4,https://scholar.google.com/citations?user=18-0e2EAAAAJ&hl=en,41195,13788,101,57,1133,88
David Ruccio,University of Notre Dame,18,https://scholar.google.com/citations?user=RNcqHKwAAAAJ&hl=en,1502,449,22,11,206,16
michael lacey,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=JJuNHh8AAAAJ&hl=en,3494,2050,28,22,721,56
Alan Rose,University of California Davis,48,https://scholar.google.com/citations?user=PHhhXC0AAAAJ&hl=en,3072,1017,22,15,103,8
John A. Pearce II,Villanova University,51,https://scholar.google.com/citations?user=w5HMmUgAAAAJ&hl=en,17951,7951,49,34,206,16
James C Phillips,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=9ECoUHIAAAAJ&hl=en,17040,10532,27,19,206,16
Jin Gyu Park,Florida State University,82,https://scholar.google.com/citations?user=24Ms2v4AAAAJ&hl=en,1902,1019,24,16,206,16
David Goldhaber-Gordon,Stanford,7,https://scholar.google.com/citations?user=Uria0VYAAAAJ&hl=en,11173,5317,42,36,1532,119
Susumu Mori,Johns Hopkins University,12,https://scholar.google.com/citations?user=eiGSZdMAAAAJ&hl=en,35128,19578,87,65,2240,174
Leszek Demkowicz,University of Texas at Austin,59,https://scholar.google.com/citations?user=OnaO3OAAAAAJ&hl=en,9457,3871,50,33,914,71
Yung-Hsiang Lu,Purdue University,57,https://scholar.google.com/citations?user=aORND2cAAAAJ&hl=en,5827,3440,34,24,605,47
Deborah Goldberg,University of Michigan,28,https://scholar.google.com/citations?user=sUPIHAQAAAAJ&hl=en,8546,3021,42,29,399,31
Wayne Parrott,University of Georgia,55,https://scholar.google.com/citations?user=H-hpEucAAAAJ&hl=en,7674,2705,55,29,592,46
David Douches,Michigan State University,83,https://scholar.google.com/citations?user=E7CavGEAAAAJ&hl=en,3644,1567,36,19,592,46
Cheng Ming Chuong,University of Southern California,24,https://scholar.google.com/citations?user=IpyHB34AAAAJ&hl=en,11896,4303,64,37,1171,91
Gastí_n A Crespo,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=HLIWJd4AAAAJ&hl=en,1682,1532,22,21,875,68
"Paul B. McCray, Jr., MD",University of Iowa,80,https://scholar.google.com/citations?user=1k7WQcUAAAAJ&hl=en,20714,9385,77,50,1647,128
Ashima K. Kant,New York University,30,https://scholar.google.com/citations?user=Mkoj6-EAAAAJ&hl=en,7141,3346,37,29,283,22
Matthew Bracken,University of California Irvine,43,https://scholar.google.com/citations?user=vtRygXoAAAAJ&hl=en,4241,3213,24,23,283,22
Maxim Likhachev,Carnegie Mellon University,25,https://scholar.google.com/citations?user=Ic8NqXwAAAAJ&hl=en,7637,5300,39,34,939,73
"Todd Kuiken, MD, PhD",University of Chicago,3,https://scholar.google.com/citations?user=T9Ca0LoAAAAJ&hl=en,6593,4912,41,35,926,72
"Todd Kuiken, MD, PhD",Northwestern,13,https://scholar.google.com/citations?user=T9Ca0LoAAAAJ&hl=en,6593,4912,41,35,926,72
Dejana Braithwaite,Georgetown University,20,https://scholar.google.com/citations?user=d712lRIAAAAJ&hl=en,1949,1240,18,16,463,36
Randy A. Hall,Emory,21,https://scholar.google.com/citations?user=tfsXwHUAAAAJ&hl=en,9342,3543,52,33,553,43
Trawick-Smith,University of Connecticut,58,https://scholar.google.com/citations?user=sAKgWsoAAAAJ&hl=en,3106,1533,27,19,553,43
Michael Sayette,University of Pittsburgh,68,https://scholar.google.com/citations?user=7IAtEGoAAAAJ&hl=en,8260,4081,52,37,553,43
Dan Wang,University of Pittsburgh,68,https://scholar.google.com/citations?user=BdxtM7oAAAAJ&hl=en,2554,1732,29,23,823,64
Kiros Berhane,University of Southern California,24,https://scholar.google.com/citations?user=hB2mumYAAAAJ&hl=en,11596,5775,49,39,913,71
Kevin Bretonnel Cohen,Colorado School of Mines,76,https://scholar.google.com/citations?user=8mCby74AAAAJ&hl=en,4908,3169,38,29,1003,78
edward hillhouse,Cornell,15,https://scholar.google.com/citations?user=QsZ_T9gAAAAJ&hl=en,6664,1805,50,23,90,7
"H. Rosen, Hal J. Rosen, Hal Rosen, HJ Rosen",UC Berkeley,22,https://scholar.google.com/citations?user=KMpONxwAAAAJ&hl=en,6636,1048,39,15,90,7
Joshua Hihath,University of California Davis,48,https://scholar.google.com/citations?user=GK8ZKzYAAAAJ&hl=en,3105,2101,20,19,270,21
Benjamin M. Ogles,Brigham Young University,61,https://scholar.google.com/citations?user=V1hVbagAAAAJ&hl=en,4892,2377,35,27,90,7
Mary J. Waller,Texas Christian University,79,https://scholar.google.com/citations?user=eolVX7cAAAAJ&hl=en,2502,1455,25,21,270,21
Venkatesh Saligrama,Boston University,37,https://scholar.google.com/citations?user=S4z3uzMAAAAJ&hl=en,4184,2941,37,29,2224,173
Hessam Nowzari,University of Southern California,24,https://scholar.google.com/citations?user=1pBxI0QAAAAJ&hl=en,3200,1591,35,25,437,34
David M Kent,Tufts University,29,https://scholar.google.com/citations?user=p0xegC8AAAAJ&hl=en,6614,4699,43,36,1748,136
Byung S Kim,Northwestern,13,https://scholar.google.com/citations?user=but5yO0AAAAJ&hl=en,4939,1332,37,17,347,27
Alexander Norbash,University of California San Diego,44,https://scholar.google.com/citations?user=rQYPnAcAAAAJ&hl=en,8347,3303,50,32,1041,81
Haithem Abu-Rub,Texas A&M University,72,https://scholar.google.com/citations?user=gggnQKsAAAAJ&hl=en,6449,5921,37,35,3958,308
Susan Parks,Syracuse University,64,https://scholar.google.com/citations?user=k8WLrmsAAAAJ&hl=en,2026,1742,22,20,771,60
Matthew Parker,North Carolina State University,84,https://scholar.google.com/citations?user=zHIR6e8AAAAJ&hl=en,1504,948,20,16,257,20
Gareth McKinley,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=uLxFfGkAAAAJ&hl=en,23701,14836,79,59,2737,213
Moses Charikar,Princeton,1,https://scholar.google.com/citations?user=zX3ba1kAAAAJ&hl=en,14106,7578,50,37,424,33
Richard Burkhauser,Cornell,15,https://scholar.google.com/citations?user=ROe8lxYAAAAJ&hl=en,14461,4275,69,33,848,66
Joke Bradt,Drexel University,94,https://scholar.google.com/citations?user=3bsGCiEAAAAJ&hl=en,1884,1577,20,19,424,33
Keith A. Crandall,George Washington University,56,https://scholar.google.com/citations?user=nccuYroAAAAJ&hl=en,57324,22549,77,55,1349,105
ann richmond,Vanderbilt,17,https://scholar.google.com/citations?user=sAKwDzMAAAAJ&hl=en,13673,6024,66,40,758,59
ann richmond,Emory,21,https://scholar.google.com/citations?user=sAKwDzMAAAAJ&hl=en,13673,6024,66,40,758,59
Jonathon Howard,Yale,4,https://scholar.google.com/citations?user=EMwCfNgAAAAJ&hl=en,21599,8825,74,52,1002,78
Adele Boskey,Cornell,15,https://scholar.google.com/citations?user=qlpCtxAAAAAJ&hl=en,26836,11167,93,58,1169,91
Kerry H. Cook,University of Texas at Austin,59,https://scholar.google.com/citations?user=f7uA1rAAAAAJ&hl=en,4950,2594,39,32,501,39
Shawkat Hammoudeh,Drexel University,94,https://scholar.google.com/citations?user=8j_9rxgAAAAJ&hl=en,4766,4005,34,32,1747,136
David Reinkensmeyer,University of California Irvine,43,https://scholar.google.com/citations?user=4Hd5JY8AAAAJ&hl=en,11495,6452,56,43,989,77
Leonard Sandin,Saint Louis University,95,https://scholar.google.com/citations?user=EQztTj8AAAAJ&hl=en,3880,2377,31,26,411,32
Gerhard Klimeck,Purdue University,57,https://scholar.google.com/citations?user=t_ziGRgAAAAJ&hl=en,14024,7827,58,42,2941,229
Kirk A Peterson,University of Washington,60,https://scholar.google.com/citations?user=HLjZVjYAAAAJ&hl=en,23662,11322,66,42,976,76
Ali Saberi,University of Washington,60,https://scholar.google.com/citations?user=xcV_89kAAAAJ&hl=en,10303,3799,49,31,1207,94
Yang Song,University of Rochester,36,https://scholar.google.com/citations?user=gvc6wscAAAAJ&hl=en,3133,2526,28,26,2067,161
Pramod Khargonekar,University of California Irvine,43,https://scholar.google.com/citations?user=DB9IjY0AAAAJ&hl=en,24888,5017,61,30,924,72
Daniel Starr,University of California Davis,48,https://scholar.google.com/citations?user=n6ItfK4AAAAJ&hl=en,3806,1842,27,25,231,18
Stephanie Shields,Pennsylvania State University,52,https://scholar.google.com/citations?user=P4f_f3YAAAAJ&hl=en,5398,2548,29,21,231,18
Daniel J. Royse,Pennsylvania State University,52,https://scholar.google.com/citations?user=XUlt-fQAAAAJ&hl=en,4800,1667,42,24,77,6
yuexing zhang,University of Massachusetts Amherst,77,https://scholar.google.com/citations?user=37HP1h0AAAAJ&hl=en,1858,1111,27,20,77,6
Bruce Brownawell,Stony Brook University,98,https://scholar.google.com/citations?user=jd4uRr8AAAAJ&hl=en,4220,1579,34,24,154,12
Pamela Jagger,University of North Carolina at Chapel Hill,31,https://scholar.google.com/citations?user=LHpCU38AAAAJ&hl=en,2260,1456,24,20,526,41
David Lopez-Carr,University of California Santa Barbara,39,https://scholar.google.com/citations?user=w_JW40AAAAAJ&hl=en,2710,2011,28,24,898,70
"Akram N. Alshawabkeh, PhD, PE, F. ASCE",Northeastern,40,https://scholar.google.com/citations?user=URu377cAAAAJ&hl=en,6100,3090,33,30,1116,87
David Thissen,University of North Carolina at Chapel Hill,31,https://scholar.google.com/citations?user=ACaXK_EAAAAJ&hl=en,17565,7469,67,44,667,52
Prasant Mohapatra,University of California Davis,48,https://scholar.google.com/citations?user=Zc018qEAAAAJ&hl=en,11613,6336,51,37,2193,171
Weimin Han,University of Iowa,80,https://scholar.google.com/citations?user=WuLHBF4AAAAJ&hl=en,8426,4326,34,25,1462,114
Martin Styner,University of North Carolina at Chapel Hill,31,https://scholar.google.com/citations?user=waEzpjgAAAAJ&hl=en,12666,9313,56,51,5463,426
Edward Schwarz,University of Rochester,36,https://scholar.google.com/citations?user=HlHxFI8AAAAJ&hl=en,20289,9105,77,50,2308,180
chaohui yu,Yeshiva University,96,https://scholar.google.com/citations?user=FUHrUvsAAAAJ&hl=en,4651,3297,35,28,1282,100
"Fava, M",Harvard,2,https://scholar.google.com/citations?user=pkSiLQUAAAAJ&hl=en,61695,30191,121,78,4320,337
Lauren M Papp,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=cjbPi1MAAAAJ&hl=en,2387,1540,24,22,282,22
KA Lurie,Worcester Polytechnic Institute,66,https://scholar.google.com/citations?user=5PbSXYIAAAAJ&hl=en,2159,404,23,11,141,11
Karen Maruska,Florida State University,82,https://scholar.google.com/citations?user=mWzrsCsAAAAJ&hl=en,1732,1291,28,23,564,44
Fan Yu,Yeshiva University,96,https://scholar.google.com/citations?user=z1dgT6sAAAAJ&hl=en,3101,1513,15,14,141,11
dennis proffitt,University of Virginia,26,https://scholar.google.com/citations?user=zo38DDUAAAAJ&hl=en,12863,5653,65,38,346,27
"David Hursh, Ph.D.",University of Rochester,36,https://scholar.google.com/citations?user=V5Sep7IAAAAJ&hl=en,2678,1769,23,18,205,16
Xiaohu Gao,University of Washington,60,https://scholar.google.com/citations?user=iCFAM5QAAAAJ&hl=en,19527,10196,46,38,1025,80
S. David Wu,Lehigh,46,https://scholar.google.com/citations?user=HLgW39MAAAAJ&hl=en,28511,19512,65,50,13490,1053
Michael Liebling,University of California Santa Barbara,39,https://scholar.google.com/citations?user=1KZkkLgAAAAJ&hl=en,1999,1208,20,18,269,21
Vivek K Goyal,Boston University,37,https://scholar.google.com/citations?user=nM77MX0AAAAJ&hl=en,8722,3842,45,32,871,68
michael b devereux,Columbia,5,https://scholar.google.com/citations?user=iOAnDTQAAAAJ&hl=en,12191,4496,57,35,666,52
Josep Colomer,Georgetown University,20,https://scholar.google.com/citations?user=C1L7YmAAAAAJ&hl=en,10064,4005,37,24,397,31
Lynn Singer,Case Western Reserve University,38,https://scholar.google.com/citations?user=MRHr-W0AAAAJ&hl=en,8896,3440,52,32,794,62
Debra Roter,Johns Hopkins University,12,https://scholar.google.com/citations?user=Kr0vzDwAAAAJ&hl=en,29848,11913,80,54,1511,118
Terry W. Snell,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=_4PzVMEAAAAJ&hl=en,8795,3274,54,29,525,41
William Griswold,University of California San Diego,44,https://scholar.google.com/citations?user=yx0wJlIAAAAJ&hl=en,14944,5005,43,34,525,41
Paul Anastas,Yale,4,https://scholar.google.com/citations?user=WikV1c8AAAAJ&hl=en,24600,14014,44,37,1114,87
Robert Chapkin,Texas A&M University,72,https://scholar.google.com/citations?user=8niY6IMAAAAJ&hl=en,12464,5166,61,41,1242,97
Steve Suib,University of Connecticut,58,https://scholar.google.com/citations?user=9F0jgAUAAAAJ&hl=en,26393,13364,84,57,3213,251
Paul Witkovsky,New York University,30,https://scholar.google.com/citations?user=9-besy8AAAAJ&hl=en,7560,1419,47,17,64,5
Tim Yeh (Hsin-Chih Yeh),University of Texas at Austin,59,https://scholar.google.com/citations?user=v1PK7iMAAAAJ&hl=en,2706,1946,21,17,512,40
Suzanne Baldwin,Syracuse University,64,https://scholar.google.com/citations?user=5OtXnUYAAAAJ&hl=en,3526,1587,34,25,320,25
li lan,University of Pittsburgh,68,https://scholar.google.com/citations?user=Nr9P4sEAAAAJ&hl=en,2767,1599,30,26,448,35
Gerard T. Kyle,Texas A&M University,72,https://scholar.google.com/citations?user=PinYZ9IAAAAJ&hl=en,5933,4163,32,32,704,55
David W Peate,University of Iowa,80,https://scholar.google.com/citations?user=0hv286IAAAAJ&hl=en,7877,3791,38,28,192,15
Brian P. Jackson,Dartmouth College,11,https://scholar.google.com/citations?user=0OaizZgAAAAJ&hl=en,4228,2701,37,30,947,74
Ping Li,University of Pennsylvania,8,https://scholar.google.com/citations?user=Z0mAYS4AAAAJ&hl=en,6516,3535,38,32,1254,98
Eugene Agichtein,Emory,21,https://scholar.google.com/citations?user=3BX3vWcAAAAJ&hl=en,9272,5571,39,33,627,49
Ping Li,Pennsylvania State University,52,https://scholar.google.com/citations?user=Z0mAYS4AAAAJ&hl=en,6516,3535,38,32,1254,98
Mark Brenner,University of Florida,45,https://scholar.google.com/citations?user=kXSd01sAAAAJ&hl=en,9782,4092,51,34,499,39
Hakwan Lau,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=RGBSG7EAAAAJ&hl=en,4989,3662,29,28,934,73
Felix Izrailev,Michigan State University,83,https://scholar.google.com/citations?user=vDbnCB0AAAAJ&hl=en,8658,2433,44,25,307,24
Sarah Gollust,University of Minnesota,73,https://scholar.google.com/citations?user=UEH-XXoAAAAJ&hl=en,4456,3409,31,28,857,67
Kathleen A. Alexander,Virginia Tech,74,https://scholar.google.com/citations?user=ahdCjFQAAAAJ&hl=en,1905,1144,24,18,486,38
paul h. lysaker,Indiana University,90,https://scholar.google.com/citations?user=XwopzWAAAAAJ&hl=en,19292,11905,76,58,3338,261
Shannon w. Anderson,University of California Davis,48,https://scholar.google.com/citations?user=pUN6PtoAAAAJ&hl=en,3304,1697,24,21,179,14
John E. Wagner,University of Minnesota,73,https://scholar.google.com/citations?user=ZgUfjxcsQU4C&hl=en,31385,13666,89,61,2071,162
Ronitt Rubinfeld,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=pZhZndYAAAAJ&hl=en,6473,2778,38,29,473,37
Alanna Schepartz,Yale,4,https://scholar.google.com/citations?user=-2dA2aAAAAAJ&hl=en,6154,2467,48,29,588,46
Adam E. Green,Georgetown University,20,https://scholar.google.com/citations?user=Pe7SrJ0AAAAJ&hl=en,1791,1241,16,15,294,23
Rebecca E. Grinter,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=PNalJ58AAAAJ&hl=en,11804,5006,54,40,294,23
Brad Seibel,University of Florida,45,https://scholar.google.com/citations?user=x57O8rgAAAAJ&hl=en,5186,3463,34,27,588,46
Martin Grosell,Miami University,78,https://scholar.google.com/citations?user=MOh9bLEAAAAJ&hl=en,8207,4700,55,36,997,78
Paul Marjoram,University of Southern California,24,https://scholar.google.com/citations?user=Zj5ky5gAAAAJ&hl=en,6489,3679,33,19,409,32
Thomas Kelly,Princeton,1,https://scholar.google.com/citations?user=z7vQSKMAAAAJ&hl=en,1794,1318,15,15,115,9
Ravi Dhar,Yale,4,https://scholar.google.com/citations?user=Lmxn948AAAAJ&hl=en,12276,7152,48,40,575,45
Gary Rudnick,Yale,4,https://scholar.google.com/citations?user=Hm02ojkAAAAJ&hl=en,9701,2234,57,23,230,18
Cecily Cooper,University of Miami,49,https://scholar.google.com/citations?user=kBXIIXgAAAAJ&hl=en,3301,2224,17,15,115,9
Cecily Cooper,Miami University,78,https://scholar.google.com/citations?user=kBXIIXgAAAAJ&hl=en,3304,2228,17,15,115,9
Eugene I. Savenkov,Saint Louis University,95,https://scholar.google.com/citations?user=QTlblX0AAAAJ&hl=en,2422,1184,27,20,230,18
Xingxing Zang,Yeshiva University,96,https://scholar.google.com/citations?user=_W8z4u0AAAAJ&hl=en,3977,2335,27,25,626,49
Andrea Forte,Drexel University,94,https://scholar.google.com/citations?user=I34B5U4AAAAJ&hl=en,3353,2078,20,20,511,40
Reed M Maxwell,Colorado School of Mines,76,https://scholar.google.com/citations?user=WJIXYNoAAAAJ&hl=en,5507,4336,41,34,2133,167
Robert Gish,Stanford,7,https://scholar.google.com/citations?user=1Pm8Zl0AAAAJ&hl=en,16631,6477,67,41,1852,145
Tadeusz Molinski,University of California San Diego,44,https://scholar.google.com/citations?user=JSEtkzsAAAAJ&hl=en,8587,3383,46,27,447,35
Tadeusz Molinski,University of San Diego,93,https://scholar.google.com/citations?user=JSEtkzsAAAAJ&hl=en,8587,3383,46,27,447,35
Ramin Mojtabai,Johns Hopkins University,12,https://scholar.google.com/citations?user=m7zj048AAAAJ&hl=en,9054,6247,48,40,1890,148
Christopher Woodward,Rutgers University,70,https://scholar.google.com/citations?user=dZLT-HsAAAAJ&hl=en,2188,1117,27,20,332,26
sarah satola,Emory,21,https://scholar.google.com/citations?user=PbEsjaEAAAAJ&hl=en,1828,889,24,19,383,30
Campbell Leaper,University of California Santa Cruz,85,https://scholar.google.com/citations?user=LAlcYngAAAAJ&hl=en,5569,2912,39,29,383,30
Caroline A Masiello,Rice University,16,https://scholar.google.com/citations?user=1GGkVIQAAAAJ&hl=en,6573,4776,35,29,983,77
Tim Davis,Texas A&M University,72,https://scholar.google.com/citations?user=gNMqz_4AAAAJ&hl=en,10188,5692,27,24,217,17
G. Cao,University of Colorado,92,https://scholar.google.com/citations?user=zdK0TLwAAAAJ&hl=en,8896,5214,51,35,2055,161
John Jeffrey Carr,Vanderbilt,17,https://scholar.google.com/citations?user=9eGkBx8AAAAJ&hl=en,18148,12092,60,49,4046,317
George J. Pappas,University of Pennsylvania,8,https://scholar.google.com/citations?user=Kia-4B0AAAAJ&hl=en,22488,12014,75,54,2208,173
Jennifer Neville,Purdue University,57,https://scholar.google.com/citations?user=6CTPn44AAAAJ&hl=en,5245,3421,33,30,753,59
Nalini Venkatasubramanian,University of California Irvine,43,https://scholar.google.com/citations?user=qfCah3sAAAAJ&hl=en,5005,2507,35,22,1021,80
WR Butler,Cornell,15,https://scholar.google.com/citations?user=__d-NQoAAAAJ&hl=en,13739,4556,55,36,319,25
Peter J Mohler,Ohio State University,54,https://scholar.google.com/citations?user=-9FLXL8AAAAJ&hl=en,9805,6095,51,41,2105,165
David D. Briske,Texas A&M University,72,https://scholar.google.com/citations?user=_ASw7xYAAAAJ&hl=en,7296,3645,42,30,421,33
Heng Huang,University of Pittsburgh,68,https://scholar.google.com/citations?user=JfGT-1kAAAAJ&hl=en,5302,4849,36,35,2551,200
Charles Gillespie,Emory,21,https://scholar.google.com/citations?user=zpnfX1AAAAAJ&hl=en,4646,2773,28,20,306,24
Florin Vaida,University of California San Diego,44,https://scholar.google.com/citations?user=nzdp4TcAAAAJ&hl=en,6820,4921,39,32,1224,96
Zhenli He,University of Florida,45,https://scholar.google.com/citations?user=UzmJcnYAAAAJ&hl=en,11772,7449,52,39,1326,104
Lowell E. Gentry,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=SmMlo2EAAAAJ&hl=en,2516,1218,24,19,153,12
Anne Bothe Marcotte,University of Georgia,55,https://scholar.google.com/citations?user=8W1WK0sAAAAJ&hl=en,2352,805,29,14,102,8
John McPeak,Syracuse University,64,https://scholar.google.com/citations?user=524nhcsAAAAJ&hl=en,2793,1560,26,23,153,12
Donald Simone,University of Minnesota,73,https://scholar.google.com/citations?user=Gq9WqPQAAAAJ&hl=en,10683,3385,50,33,408,32
Stephen J. Burns,University of Massachusetts Amherst,77,https://scholar.google.com/citations?user=DUkXIeAAAAAJ&hl=en,11059,5470,53,39,459,36
Lei Yu,Binghamton University,87,https://scholar.google.com/citations?user=bRCoY7EAAAAJ&hl=en,6717,4206,16,14,153,12
Florin Vaida,University of San Diego,93,https://scholar.google.com/citations?user=nzdp4TcAAAAJ&hl=en,6820,4921,39,32,1224,96
James W Ammerman,Stony Brook University,98,https://scholar.google.com/citations?user=OeUBhM0AAAAJ&hl=en,4948,1628,33,21,51,4
Lauren Hale,Stony Brook University,98,https://scholar.google.com/citations?user=wpMNhscAAAAJ&hl=en,3504,2857,27,27,1071,84
Jamie Ostrov,University at Buffalo,100,https://scholar.google.com/citations?user=F5agZPkAAAAJ&hl=en,4339,2742,31,29,306,24
Robert Motl,University of Illinois at Urbana Champaign,53,https://scholar.google.com/citations?user=UiMaVzcAAAAJ&hl=en,19379,14022,73,60,4793,376
Minh N. Do,University of Minnesota,73,https://scholar.google.com/citations?user=RIeAomMAAAAJ&hl=en,17716,9491,47,40,1453,114
Erik Gartzke,University of California San Diego,44,https://scholar.google.com/citations?user=8zd54PAAAAAJ&hl=en,5782,3109,33,29,599,47
Erik Gartzke,University of San Diego,93,https://scholar.google.com/citations?user=8zd54PAAAAAJ&hl=en,5782,3109,33,29,599,47
Heng-Ye Man,Boston University,37,https://scholar.google.com/citations?user=zejKjUEAAAAJ&hl=en,5079,2396,24,23,446,35
David M Francis (TomatoLab),Ohio State University,54,https://scholar.google.com/citations?user=QmiKBKUAAAAJ&hl=en,3542,2212,37,29,535,42
Hua Zhong,University of Texas at Austin,59,https://scholar.google.com/citations?user=ikDUYKYAAAAJ&hl=en,1518,1066,19,17,777,61
LaDora V Thompson,Boston University,37,https://scholar.google.com/citations?user=h0SXWLQAAAAJ&hl=en,3181,1428,30,21,242,19
Jason Mears,Case Western Reserve University,38,https://scholar.google.com/citations?user=nqzFLq0AAAAJ&hl=en,1643,1139,16,14,242,19
Vasant Honavar,Pennsylvania State University,52,https://scholar.google.com/citations?user=GPqMVRkAAAAJ&hl=en,11896,4821,53,30,726,57
Taeok Bae,Indiana University,90,https://scholar.google.com/citations?user=2ypzVsMAAAAJ&hl=en,3861,2374,27,24,242,19
Christopher Schatschneider,University of Florida,45,https://scholar.google.com/citations?user=lO5RsX4AAAAJ&hl=en,10794,5909,51,42,917,72
Christopher Schatschneider,Florida State University,82,https://scholar.google.com/citations?user=lO5RsX4AAAAJ&hl=en,10794,5909,51,42,917,72
John Kubiatowicz,UC Berkeley,22,https://scholar.google.com/citations?user=00M1AqQAAAAJ&hl=en,23866,5719,52,33,433,34
Varun Chandola,University at Buffalo,100,https://scholar.google.com/citations?user=07Z4HAQAAAAJ&hl=en,5926,5071,17,15,433,34
Linda P Spear,Binghamton University,87,https://scholar.google.com/citations?user=imvDVEsAAAAJ&hl=en,20092,9387,68,44,1388,109
Mark I Johnson,University of Michigan,28,https://scholar.google.com/citations?user=55gsOuoAAAAJ&hl=en,29364,20050,81,66,10849,852
Melissa Duff,Vanderbilt,17,https://scholar.google.com/citations?user=ZrNu26kAAAAJ&hl=en,2098,1810,28,26,955,75
james shortle,Pennsylvania State University,52,https://scholar.google.com/citations?user=_bJEp5oAAAAJ&hl=en,3687,1482,34,22,382,30
Jianjun Gao,University of San Diego,93,https://scholar.google.com/citations?user=q9o1SuQAAAAJ&hl=en,2370,1760,20,16,191,15
gore j or gore jc,Vanderbilt,17,https://scholar.google.com/citations?user=ywIeLC0AAAAJ&hl=en,64465,26574,120,78,2903,228
Sarah L. Desmarais,North Carolina State University,84,https://scholar.google.com/citations?user=8C1-3EcAAAAJ&hl=en,2248,1849,23,21,904,71
Nandakumar Narayanan,University of Iowa,80,https://scholar.google.com/citations?user=xgRLyCMAAAAJ&hl=en,2513,1652,21,21,713,56
Jian-Guo Zheng,University of California Irvine,43,https://scholar.google.com/citations?user=9yyMCnIAAAAJ&hl=en,5642,2690,24,19,331,26
C. Michael White,University of Connecticut,58,https://scholar.google.com/citations?user=lWAD9d8AAAAJ&hl=en,9595,4679,52,34,1324,104
"Joan Teno, MD, MS",University of Washington,60,https://scholar.google.com/citations?user=86MkzqoAAAAJ&hl=en,25863,10433,85,54,1744,137
Stuart A. Ludsin,Ohio State University,54,https://scholar.google.com/citations?user=025WZHIAAAAJ&hl=en,2911,2008,29,27,611,48
Timothy Cason,Purdue University,57,https://scholar.google.com/citations?user=NilRm5UAAAAJ&hl=en,6588,2825,40,29,611,48
James DeGregori,University of Colorado,92,https://scholar.google.com/citations?user=rnTCWrsAAAAJ&hl=en,10806,3241,49,31,751,59
Steven A. Olson,Duke University,9,https://scholar.google.com/citations?user=l9UHHYgAAAAJ&hl=en,5827,3367,42,33,700,55
John F. Guzowski,University of California Irvine,43,https://scholar.google.com/citations?user=hp7yWewAAAAJ&hl=en,8081,3986,35,28,140,11
Beth A. Taylor (Parker),University of Connecticut,58,https://scholar.google.com/citations?user=som3M3cAAAAJ&hl=en,3386,2950,28,27,1680,132
Stephen M. Malone,University of Minnesota,73,https://scholar.google.com/citations?user=9-qxXwgAAAAJ&hl=en,3860,2175,32,25,560,44
Jun Ninomiya-Tsuji,North Carolina State University,84,https://scholar.google.com/citations?user=Ak3AHD0AAAAJ&hl=en,11098,3824,46,34,280,22
"Robert Sainburg, PhD OTR/L",Pennsylvania State University,52,https://scholar.google.com/citations?user=00USEpwAAAAJ&hl=en,6205,3318,42,34,509,40
Bing Pan,Pennsylvania State University,52,https://scholar.google.com/citations?user=6URvSzoAAAAJ&hl=en,8554,6045,30,29,458,36
Colin Elman,Syracuse University,64,https://scholar.google.com/citations?user=Lq-G0K8AAAAJ&hl=en,3178,1739,21,16,229,18
Walter Schneider,University of Pittsburgh,68,https://scholar.google.com/citations?user=3K-mQGsAAAAJ&hl=en,32676,10091,58,37,687,54
Alec Marantz,New York University,30,https://scholar.google.com/citations?user=LLq-Ti4AAAAJ&hl=en,18362,7191,43,34,318,25
M Badruzzaman Khan,University of Georgia,55,https://scholar.google.com/citations?user=QCrjpA4AAAAJ&hl=en,2102,1618,24,22,407,32
Del Siegle,University of Connecticut,58,https://scholar.google.com/citations?user=XD72phgAAAAJ&hl=en,3881,2525,34,29,407,32
